date,time,temperature
6/5/18,13:23:29,28.062
6/5/18,13:24:30,28.062
6/5/18,13:25:31,28.062
6/5/18,13:26:32,28.125
6/5/18,13:27:33,28.125
6/5/18,13:28:34,28.25
6/5/18,13:29:35,28.25
6/5/18,13:30:35,28.25
6/5/18,13:31:36,28.25
6/5/18,13:32:37,28.937
6/5/18,13:33:38,28.562
6/5/18,13:34:39,28.562
6/5/18,13:35:40,28.5
6/5/18,13:36:41,28.312
6/5/18,13:37:42,28.562
6/5/18,13:38:43,28.75
6/5/18,13:39:44,28.687
6/5/18,13:40:45,28.5
6/5/18,13:41:46,28.562
6/5/18,13:42:47,28.625
6/5/18,13:43:48,28.625
6/5/18,13:44:49,28.562
6/5/18,13:45:50,28.687
6/5/18,13:46:51,28.625
6/5/18,13:47:52,28.687
6/5/18,13:48:53,28.625
6/5/18,13:49:54,28.437
6/5/18,13:50:55,28.437
6/5/18,13:51:55,28.5
6/5/18,13:52:56,28.062
6/5/18,13:53:57,28
6/5/18,13:54:58,26.437
6/5/18,13:55:59,26.562
6/5/18,13:57:00,26.625
6/5/18,13:58:01,25.75
6/5/18,13:59:02,25.687
6/5/18,14:00:03,25.5
6/5/18,14:01:04,25.687
6/5/18,14:02:05,25.937
6/5/18,14:03:06,26.437
6/5/18,14:04:07,25.187
6/5/18,14:05:08,25.375
6/5/18,14:06:09,25.562
6/5/18,14:07:10,25.812
6/5/18,14:08:11,26
6/5/18,14:09:12,26.125
6/5/18,14:10:13,26.625
6/5/18,14:11:14,26.625
6/5/18,14:12:15,26.625
6/5/18,14:13:15,26.625
6/5/18,14:14:16,26.625
6/5/18,14:15:17,26.625
6/5/18,14:16:18,26.625
6/5/18,14:17:19,26.625
6/5/18,14:18:20,26.625
6/5/18,14:19:21,26.625
6/5/18,14:20:22,26.625
6/5/18,14:21:23,26.625
6/5/18,14:22:24,26.625
6/5/18,14:23:25,26.625
6/5/18,14:24:26,26.625
6/5/18,14:25:27,26.625
6/5/18,14:26:28,26.625
6/5/18,14:27:29,26.625
6/5/18,14:28:30,26.625
6/5/18,14:29:31,26.625
6/5/18,14:30:32,26.625
6/5/18,14:31:33,26.625
6/5/18,14:32:34,26.625
6/5/18,14:33:35,26.625
6/5/18,14:34:35,26.625
6/5/18,14:35:36,26.625
6/5/18,14:36:37,26.625
6/5/18,14:37:38,26.625
6/5/18,14:38:39,26.625
6/5/18,14:39:40,26.625
6/5/18,14:40:41,26.625
6/5/18,14:41:42,26.625
6/5/18,14:42:43,26.625
6/5/18,14:43:44,26.625
6/5/18,14:44:45,26.625
6/5/18,14:45:46,26.625
6/5/18,14:46:47,26.625
6/5/18,14:47:48,26.625
6/5/18,14:48:49,26.625
6/5/18,14:49:50,26.625
6/5/18,14:50:51,26.625
6/5/18,14:51:52,26.625
6/5/18,14:52:53,26.625
6/5/18,14:53:54,26.625
6/5/18,14:54:55,26.625
6/5/18,14:55:55,26.625
6/5/18,14:56:56,26.625
6/5/18,14:57:57,26.625
6/5/18,14:58:58,26.625
6/5/18,14:59:59,26.625
6/5/18,15:01:00,26.625
6/5/18,15:02:01,26.625
6/5/18,15:03:02,26.625
6/5/18,15:04:03,26.625
